,Unnamed: 0,product_id,date_posted,review_title,review_text,scores,compound,sentiment
226,226,59337,2024-03-08,cream,"awesome cream, for body and hands, nourishes well, restores skin, excellent composition ","{'neg': 0.0, 'neu': 0.398, 'pos': 0.602, 'compound': 0.9022}",0.9022,pos
227,227,59337,2024-02-28,,"It was moist and refreshing, but the scent was too lemony, so I didn't really like it.
","{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.5245}",-0.5245,neg
228,228,59337,2023-11-07,scent..,only the smell... no care. liquid. The packaging was attractive. I won't buy again. disappointment,"{'neg': 0.105, 'neu': 0.476, 'pos': 0.419, 'compound': 0.7651}",0.7651,pos
229,229,59337,2021-11-20,refreshing,"I really like the slightly skinny scent with a modest sweetness! The texture is neither too loose nor too hard and easy to apply. Mainly used as a hand cream in the house. I apply it to my hands just before I leave the house in the morning, but it's good to get used to it soon. The package was white instead of blue as shown in the picture.","{'neg': 0.015, 'neu': 0.779, 'pos': 0.206, 'compound': 0.8938}",0.8938,pos
230,230,59337,2023-10-13,Refreshing and moist,"Among the lemons, it is a real lemon that looks sour. It's a refreshing scent, so I think it's suitable for summer. It was moist and good even for sensitive skin.","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.4404}",0.4404,pos
231,231,59337,2023-10-02,I did not know,"I ordered this product without knowing about it, and I really liked it.It smells great, and I think it will become a staple this season.","{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.8016}",0.8016,pos
232,232,59337,2023-09-29,Hand cream,"Enjoy the refreshing scent of Italian lemon with this nourishing pomade perfect for everyday use. This product is made with coconut oil, shea butter, and jojoba oil to moisturize and make the skin soft.","{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.7845}",0.7845,pos
233,233,59337,2023-09-26,A lemony lotion with a deceptively delicate texture for the body and hands. Recommended,"This is a body and hand lotion with delicacy and good absorption. The smell of 7 lemons is intoxicating. Good for daily use, etc.. Thank you, natural...","{'neg': 0.0, 'neu': 0.646, 'pos': 0.354, 'compound': 0.8885}",0.8885,pos
234,234,59337,2023-07-30,,"the smell is good, the use of the packaging is convenient, the quality of the composition is optimal, just for any season, the benefits for sensitive skin are moisturizing texture, the size is large.","{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.7906}",0.7906,pos
235,235,59337,2023-07-20,,"Excellent, like enough, may God release you, O Lord, and make you happy, Glory be to God, praise be to God, and there is no god but God, and God is great","{'neg': 0.034, 'neu': 0.377, 'pos': 0.59, 'compound': 0.9704}",0.9704,pos
236,236,59337,2023-06-26,,"It has a fresh lemon scent. It smells like 100% fruit juice. It's moisturizing enough and spreads well. If you get tired of the sweet scent, you will want to use it.","{'neg': 0.074, 'neu': 0.639, 'pos': 0.286, 'compound': 0.743}",0.743,pos
237,237,59337,2023-06-08,lemon,"Coconut is good, but I got a little tired of it, so I bought lemon. I only use it as a hand cream. I wash my hands often, so I use it every time, but it has a large capacity so it never runs out.","{'neg': 0.078, 'neu': 0.779, 'pos': 0.143, 'compound': 0.429}",0.429,pos
238,238,59337,2023-05-17,strong lemon flavor,"The lemon scent is very strong, I really like it, the texture is a bit thicker, it will be more difficult to push off when rubbed on the body, like the texture of hand cream","{'neg': 0.064, 'neu': 0.641, 'pos': 0.295, 'compound': 0.8783}",0.8783,pos
239,239,59337,2023-04-27,,"The smell is excellent, but not intrusive and not culinary, it disappears quickly. High quality ingredients. The texture is not a lotion, but a cream. Moisturized my dry, sensitive body skin in one go! Large volume, great design. Satisfied with the purchase, I recommend!","{'neg': 0.0, 'neu': 0.666, 'pos': 0.334, 'compound': 0.9589}",0.9589,pos
240,240,59337,2023-04-15,,"The scent is subtle and it's nice and moisturizing. If you want it to be a little dry, you can mix it with oil and apply it.","{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.4767}",0.4767,pos
241,241,59337,2023-04-05,Desert Essence's products are all good,"Suitable for all ages, the ingredients are safe, especially in winter, the texture is soft, suitable for sensitive skin, the fragrance is acceptable, and the quality is very good. I use it two or three times a week.","{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.8122}",0.8122,pos
242,242,59337,2023-02-11,,"It has a sweet lemon scent. If you apply it right after taking a shower, it absorbs well and moisturizes. I will continue to buy it again.","{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.6249}",0.6249,pos
243,243,59337,2023-01-26,,"The light lemon fragrance, the cream is very easy to spread, and the moisturizing effect is also very good. I like this series of products","{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.8467}",0.8467,pos
244,244,59337,2023-01-16,,"I like the fresh lemon scent. It's well packaged. The quality of Desert Essence is good, so I use it all the time. It is planned to be used alternately with coconut.","{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.8316}",0.8316,pos
245,245,59337,2022-12-25,,It has a good aroma and is not sticky after wiping. It has a moderate amount and a good texture. It is suitable for use in any season and is just moist.,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.7003}",0.7003,pos
246,246,59337,2022-12-14,,"Its quality is excellent, the size of the package is medium, it smells beautiful and is gentle on the skin. It does not cause any allergies or concerns. It helps moisturize and nourish the skin. I highly recommend it","{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.9422}",0.9422,pos
247,247,59337,2022-04-01,,"You will be healed by the nice scent of lemon. The moment I opened the lid and checked the scent, I thought, ""This is the scent I was looking for!"" Recommended for those who like citrus fruits. It is also useful for skin familiarity. It's a lotion that I'm glad I met ☆","{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.906}",0.906,pos
248,248,59337,2024-05-14,,I use it as a hand cream in the winter.,"{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.4939}",0.4939,pos
249,249,59337,2023-08-26,,"It has a light fragrance, and the texture is not too sticky. I think it is quite refreshing. After using it for a while, it is really white.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
250,250,59337,2023-06-12,,"I also use lavender, but I prefer lemon. It's refreshing to use, and the lemon scent is perfect for summer. The scent is not too strong and the scent does not linger. The tube type is easy to use. It's soft and stretches well.","{'neg': 0.067, 'neu': 0.716, 'pos': 0.218, 'compound': 0.84}",0.84,pos
251,251,59337,2024-09-29,Purchase Reviews,It spreads well and has a refreshing lemon scent.,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2732}",0.2732,pos
252,252,59337,2024-07-29,The coolest,"The coolest body and hand cream, natural, moisturizes well","{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.7783}",0.7783,pos
253,253,59337,2024-02-25,love,"Fresh lemon flavor, perfect for summer","{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.7184}",0.7184,pos
254,254,59337,2023-11-29,Prominent,"The quality, size, ingredients, packaging and usage are great","{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.6249}",0.6249,pos
255,255,59337,2022-11-13,,"[Products used] Fragrance Free hand & body lotion [Product features] Refreshing scent of Italian lemon [Skin type] Dry, normal skin ? ] Those who want to finish both hands and body with this one. I want to enjoy the scent of organic lemon 🍋. [Good points] It has a refreshing lemon scent, but it's moisturizing afterward. It's sour but neither lemony nor peely. Vinegar? Like 💧 Bottle was better than tube. It's a shame because the texture is nice. There is no repeat 💧 Once again, you can see the goodness of Japanese body lotion.","{'neg': 0.091, 'neu': 0.716, 'pos': 0.194, 'compound': 0.8379}",0.8379,pos
256,256,59337,2023-04-25,,"I bought it because it smells good. I really like lemon scent, but when I tried it, the first scent smelled like lemon, but the middle and base smelled like cinnamon. Moisturizing power is good. It seems to be okay for 4 seasons of use.","{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.9471}",0.9471,pos
257,257,59337,2022-10-03,,"This is the second time I use the dessert essence cream, but I like it because it has a large capacity, has a good texture, and is good value for money. The scent of this lemon is very good to wake you up when you use it in the morning. I will repeat when it is gone.","{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.9578}",0.9578,pos
258,258,59337,2022-09-27,,I have been using this brand shampoo and body lotion for several years since I started using iHerb. The body lotion has a good scent and has a light and soft texture. It is a good composition to choose the scent I want according to my mood. there is no,"{'neg': 0.045, 'neu': 0.811, 'pos': 0.144, 'compound': 0.5994}",0.5994,pos
259,259,59337,2022-03-04,Fresh scent,"It has a strong lemon scent. It has a strong scent, but it does not have an artificial feel, but rather a freshly squeezed lemon. I personally liked the feeling of use. It is not very sticky and fits your skin smoothly and quickly. In addition, I think that it has a large capacity and is excellent in terms of cost performance.","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.93}",0.93,pos
260,260,59337,2022-02-27,,"This bright citrus-scented body lotion refreshes and energizes while nourishing the skin. Desert Essence Lemon from Italy Body and Hand Lotion contains Shea Butter, Sunflower Seed Oil and Jojoba Seed Oil which are quickly absorbed into the skin leaving it smooth and silky. Lemon Peel Oil leaves a light, delicious scent.","{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.9169}",0.9169,pos
261,261,59337,2022-01-16,,"You can refresh yourself with a very refreshing scent! The cream isn't too soft, so it's a good idea to leave it alone and not harden at the tip of the tube. It's not sticky even after it's applied, and it has a nice scent, so I'll repeat it.","{'neg': 0.062, 'neu': 0.816, 'pos': 0.122, 'compound': 0.6212}",0.6212,pos
262,262,59337,2022-01-06,,"This is Love! I ordered lotions from this company with different scents, I liked everything. They moisturize and nourish my skin very well even in winter, my skin is of a normal type, perhaps very dry atopic skin is not suitable. Although when I started allergic to cold on my hands, only desert essence saved me from all the creams, quickly removed the redness and soothed the skin.","{'neg': 0.03, 'neu': 0.782, 'pos': 0.189, 'compound': 0.8953}",0.8953,pos
263,263,59337,2021-12-29,,"I love this brand of shampoo, so I decided to try a body lotion. The aroma is incredible! Fresh, juicy lemon, up to saliva) It feels very nice on the skin, absorbs well, does not leave a film, moisturizes well and leaves an unobtrusive aroma of lemon. For problem dry skin may not be suitable - really light, but for my combo - great.","{'neg': 0.027, 'neu': 0.732, 'pos': 0.24, 'compound': 0.9111}",0.9111,pos
264,264,59337,2021-12-05,,"It was this fragrance that I ordered for the first time, but I have already tried almond and coconut from this brand. I really like that all creams have a pleasant, but not stifling, natural aroma! Well moisturize and nourish the skin, are quickly absorbed. The texture of the cream is thick, ideal for dry skin and winter. No allergic reactions were noticed. The packaging is decent, large volume, a protective membrane under the lid. The smell of freshly cut lemon. A fragrance that gives freshness in the heat of summer and invigorates on a cold winter day.","{'neg': 0.097, 'neu': 0.727, 'pos': 0.176, 'compound': 0.8983}",0.8983,pos
265,265,59337,2024-02-01,Hand lotion,"Hand lotion, lemon scent, nice, acceptable, useful, large size, same as the picture","{'neg': 0.0, 'neu': 0.446, 'pos': 0.554, 'compound': 0.8807}",0.8807,pos
266,266,59337,2021-11-09,,"Apply to the whole body after bathing, the skin absorbs quickly and is not sticky, leaving a faint lemon scent, which makes you feel good...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
267,267,59337,2023-01-28,,It's good as a hand lotion. Moderate oil and good fragrance.,"{'neg': 0.0, 'neu': 0.438, 'pos': 0.562, 'compound': 0.8402}",0.8402,pos
268,268,59337,2024-08-31,,Unfortunately the lemon scent is not my favorite.,"{'neg': 0.449, 'neu': 0.551, 'pos': 0.0, 'compound': -0.5967}",-0.5967,neg
269,269,59337,2024-08-21,,It had a clean and refreshing scent.,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}",0.4019,pos
270,270,59337,2023-10-24,,It has excellent moisturizing power.,"{'neg': 0.0, 'neu': 0.519, 'pos': 0.481, 'compound': 0.5719}",0.5719,pos
271,271,59337,2023-10-05,,"It's not very good or bad, but it's a brand I like and it's easy to use on my desk, so I think I'll keep using it while changing the scent. It doesn't feel immediately moisturizing, but it feels like a light coating.","{'neg': 0.086, 'neu': 0.7, 'pos': 0.213, 'compound': 0.7996}",0.7996,pos
272,272,59337,2022-09-04,,"Wow, seriously, wow, we can smell the smell. Of course, the smell of lemon comes out, but it gives you a feeling of comfort, and as a moisturizer, it also makes the hydration crazy and makes the hand feel awesome.","{'neg': 0.082, 'neu': 0.554, 'pos': 0.364, 'compound': 0.946}",0.946,pos
273,273,59337,2022-06-11,,"The moisturizing effect is refreshing, but the scent is just wonderful, and the fresh feeling of freshly cut lemon is irresistible. The scent disappears immediately.","{'neg': 0.153, 'neu': 0.505, 'pos': 0.342, 'compound': 0.7964}",0.7964,pos
274,274,59337,2022-08-01,Love the scent!,"I bought this for the first time because my skin is getting really dry these days and it smells so good! The texture is a bit greasy, but it absorbs well, so it's not sticky, so it's great for summer!!","{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.918}",0.918,pos
275,275,59337,2023-09-26,Very fragrant,"It smells like lemon, and it feels so moisturizing when applied after cooling.","{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.3612}",0.3612,pos
276,276,59337,2023-09-14,Great!,"Very pleasant smell, large size, will last a long time. Suitable for a gift. I recommend it. I use it every day","{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.8399}",0.8399,pos
277,277,59337,2023-09-05,,A very good shopping platform. The product is of good quality and the delivery is fast. The product is complete and will always repurchase,"{'neg': 0.0, 'neu': 0.767, 'pos': 0.233, 'compound': 0.7496}",0.7496,pos
278,278,59337,2023-08-23,Excellent!,"excellent product, super quality, the ingredients correspond to the description, thank you very much, I will recommend!!!!","{'neg': 0.0, 'neu': 0.536, 'pos': 0.464, 'compound': 0.9056}",0.9056,pos
279,279,59337,2023-07-29,Loved the lotion,"Very cool lotion, the smell is pleasant, fresh, citrus lemon, velvety skin feeling after application, well absorbed.","{'neg': 0.0, 'neu': 0.504, 'pos': 0.496, 'compound': 0.8687}",0.8687,pos
280,280,59337,2023-07-10,,"The quality is good, the size is not too small, the packaging is a little small, the benefit is nice","{'neg': 0.0, 'neu': 0.655, 'pos': 0.345, 'compound': 0.8144}",0.8144,pos
281,281,59337,2023-06-13,,"Sprain! The smell is excellent, not chemical. A lotion that is quickly absorbed. By the way, their shampoos are also good, lemon","{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.784}",0.784,pos
282,282,59337,2023-05-13,,High quality body lotion. I recommend everyone to buy. Natural and safe composition. Suitable for any age. The goods arrived well.,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.8402}",0.8402,pos
283,283,59337,2023-04-19,,"Great smell, great on the skin. Tried different scents. Perfect for me","{'neg': 0.0, 'neu': 0.431, 'pos': 0.569, 'compound': 0.9169}",0.9169,pos
284,284,59337,2023-04-18,,"A very cool line of lotions for the skin, moisturizers have a great smell and, in addition, moisturize the skin very well","{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.8437}",0.8437,pos
285,285,59337,2023-04-07,,excellent! Good quality Easy to use Guaranteed fair size The packaging is easy to use,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.9324}",0.9324,pos
286,286,59337,2023-04-02,very good! Strong taste,"The ingredients are natural and easy to absorb, but the taste is a bit strong","{'neg': 0.0, 'neu': 0.574, 'pos': 0.426, 'compound': 0.7992}",0.7992,pos
287,287,59337,2023-03-17,,It smells good and is moisturizing enough. This brand of moisturizer is good,"{'neg': 0.0, 'neu': 0.655, 'pos': 0.345, 'compound': 0.7003}",0.7003,pos
288,288,59337,2023-03-16,Good overall,"Maybe I was expecting too much juiciness for the scent, or I like citrus fruits, so compared to lemon scents from various manufacturers, I felt like it smelled like lemon. Once rubbed into the skin, the lemony feeling disappears. I use it all over my body. With this size, you can definitely use it for more than half a year. I plan to use it all year round. The spread is not bad, and since it contains various types of vegetable oils and shea butter, it does not feel sticky and protects. It also has moisturizing power.","{'neg': 0.023, 'neu': 0.812, 'pos': 0.165, 'compound': 0.9091}",0.9091,pos
289,289,59337,2023-03-15,It smells good.,"It smells fresh and spreads well, so I continue to use it.","{'neg': 0.0, 'neu': 0.672, 'pos': 0.328, 'compound': 0.5267}",0.5267,pos
290,290,59337,2023-03-11,,good brand and good composition.no specific taste and smell.recommend,"{'neg': 0.0, 'neu': 0.547, 'pos': 0.453, 'compound': 0.7003}",0.7003,pos
291,291,59337,2023-03-07,can't absorb,"The quality doesn't seem to fit the purpose. It doesn't absorb well into the skin, so I have to rub it for a while, so it doesn't feel uncomfortable or smooth. It has a mild lemon scent and I bought it to use as a body lotion, but it is quite large.","{'neg': 0.061, 'neu': 0.906, 'pos': 0.033, 'compound': -0.0951}",-0.0951,neg
292,292,59337,2023-02-25,,"The scent of lemon is refreshing, and the application is smooth. I would like to use it in summer rather than winter.","{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}",0.3612,pos
293,293,59337,2023-02-23,,"the cream has a wonderful pleasant smell and is quickly absorbed, light on the skin","{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.7906}",0.7906,pos
294,294,59337,2023-01-09,,"It smells nice and refreshing, its size is appropriate and sweet, and its moisturizing is gentle and appropriate","{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.8271}",0.8271,pos
295,295,59337,2023-01-05,Excellent!,"Excellent quality, stayed with me for a long time, wonderfully refreshing summer scent, unparalleled softness and hydration.","{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.8225}",0.8225,pos
296,296,59337,2022-12-27,Excellent!,"Very cool.. This company in general, its products are good.. I may buy it again in the future","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
297,297,59337,2022-12-14,,"Great for helping with dry skin. After application, the skin is tender, soft, moisturized. Good composition and pleasant smell.","{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.91}",0.91,pos
298,298,59337,2022-11-25,,"It smells like lemon and its size is large, but I don't feel it taking long to moisturize with me","{'neg': 0.0, 'neu': 0.911, 'pos': 0.089, 'compound': 0.1901}",0.1901,pos
299,299,59337,2022-10-24,,"Nice, refreshing scent, I recommend it, great size, excellent quality, reasonable use","{'neg': 0.0, 'neu': 0.348, 'pos': 0.652, 'compound': 0.9201}",0.9201,pos
300,300,59337,2022-07-12,,"I bought this product with the full expectation of the scent, but it's not as refreshing as I thought it would be... The lotion itself smells like lemona, which is good, but when I apply it on my body, it smells a little sour; The scent dissipates quickly, but if you're expecting a scent like Aqua DiPharma's Myrto, you're likely to regret it. The applicability is moderate, and it is satisfactory because it is not very sticky and has good moisturizing power. I think it will be good to use in summer. The capacity is also large compared to the price, so it seems to be a good product for the price.","{'neg': 0.029, 'neu': 0.771, 'pos': 0.2, 'compound': 0.97}",0.97,pos
301,301,59337,2024-09-19,good,Body lotion with a refreshing lemon scent but a light scent compared to mango and almond.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neu
302,302,59337,2024-04-29,This is the worst lotion I've ever bought.,"I think the smell is so bad. The smell itself isn't that bad, but it's even too strong.","{'neg': 0.229, 'neu': 0.585, 'pos': 0.186, 'compound': -0.0107}",-0.0107,neu
303,303,59337,2022-10-08,Buy Desert Essence with confidence.,"I bought it as a body lotion and it's not sticky and it's moisturizing, so I enjoy using it. I am willing to repurchase.","{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.6269}",0.6269,pos
304,304,59337,2022-06-21,,"It smells purely lemon.. I like to use it during the day, it is well hydrated and its texture is medium. This company is good for girls, it has a variety of smells","{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.7769}",0.7769,pos
305,305,59337,2022-06-21,,"The size is large. Therefore, it can be used luxuriously. I have sensitive skin, but it was okay. It keeps your skin moisturized even in the cold and dry season.","{'neg': 0.0, 'neu': 0.923, 'pos': 0.077, 'compound': 0.3291}",0.3291,pos
306,306,59337,2022-01-22,wonderful cream,"The creams are excellent, I take it not for the first time! smells are pleasant. Hands moisturize very well. There is no oily sheen. I use it at home and at work.","{'neg': 0.058, 'neu': 0.686, 'pos': 0.256, 'compound': 0.8169}",0.8169,pos
307,307,59337,2022-01-14,,I liked the body and hand lotion very much. Pleasant delicate lemon aroma. It moisturizes well and absorbs quickly. Does not leave a greasy feeling.,"{'neg': 0.043, 'neu': 0.505, 'pos': 0.451, 'compound': 0.8983}",0.8983,pos
308,308,59337,2023-09-22,,"Normal cream, nothing unusual. Not a bad smell, good volume. Overall, ok.","{'neg': 0.319, 'neu': 0.534, 'pos': 0.147, 'compound': -0.3767}",-0.3767,neg
309,309,59337,2023-09-03,,"Good hand and body lotion. Moisturizes well, pleasant lemon aroma.","{'neg': 0.0, 'neu': 0.343, 'pos': 0.657, 'compound': 0.8885}",0.8885,pos
310,310,59337,2023-08-14,Good,"The lotion is good. Only for me, if I smeared corn on the inflamed body, the shower caused redness of the skin","{'neg': 0.099, 'neu': 0.782, 'pos': 0.119, 'compound': 0.128}",0.128,pos
311,311,59337,2023-03-24,good smell,It's not sticky and it's great for someone who likes citrus scents.,"{'neg': 0.0, 'neu': 0.592, 'pos': 0.408, 'compound': 0.7845}",0.7845,pos
312,312,59337,2023-03-21,,"I'm worried about the smell of degraded oil, but the texture is easy to use and spreads well.","{'neg': 0.146, 'neu': 0.583, 'pos': 0.271, 'compound': 0.6124}",0.6124,pos
313,313,59337,2023-02-02,,There are plenty! One season will make up for it. It has a fresh lemon scent and is not sweet. I like it.,"{'neg': 0.194, 'neu': 0.715, 'pos': 0.091, 'compound': -0.3781}",-0.3781,neg
314,314,59337,2023-01-29,Smell is a matter of personal taste!,"The product is good, but the scent is not good.","{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.7003}",0.7003,pos
315,315,59337,2023-01-19,,"good lemon smell, absorbs well does not leave a greasy residue the skin remains moisturized all day","{'neg': 0.0, 'neu': 0.679, 'pos': 0.321, 'compound': 0.6307}",0.6307,pos
316,316,59337,2023-01-02,,Its smell is acceptable. I used it for a short time. Its size is good. Moisturizing. Sweet for the winter,"{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.802}",0.802,pos
317,317,59337,2022-11-16,,"The aroma is a very fresh lemon scent, very refreshing after use","{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3804}",0.3804,pos
318,318,59337,2021-04-29,Natural fresh lemon scent and great value for money,"I love it so much that I don't know how many times I've bought it again. It has a refreshing texture, so it's suitable for dry skin from spring to summer. In winter, I think you need a thick cream or oil on top. The scent is truly lemony, and it lifts your mood. There is no strange artificial scent, so I think it can be used by people of all ages and genders. I have sensitive skin, but I didn't get any rashes or tightness even during hay fever season or when the seasons change. It works well in any season, both in terms of moisturizing and aromatherapy. If you apply it under your armpits after a bath, it can also be used as a simple deodorant! It's a tube type that stands on its own, and the lid opens with a 1-click, so it's easy to use, takes up less space than pump-type products, and is easy to use and throw away.","{'neg': 0.018, 'neu': 0.876, 'pos': 0.106, 'compound': 0.9374}",0.9374,pos
319,319,59337,2021-01-27,,"The lotion is more like a thick cream that works perfectly for dry skin. I save myself for them in winter. Despite its density, it is well absorbed. The aroma is very pleasant. I rub them on both hands and body. It copes with the task of moisturizing with a bang.","{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.9421}",0.9421,pos
320,320,59337,2020-11-03,Favorite cream,"Natural composition. The dough is quite dense and thick. Just what I'm looking for in a cream. The smell is pleasant, unobtrusive. It spreads easily and absorbs quickly. Once absorbed, the skin feels moisturized for a long time without the discomfort of film, stickiness or grease. Does not tighten. The skin looks nourished and hydrated. Feels super soft Fit perfectly without causing breakouts or clogged pores.","{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.9644}",0.9644,pos
321,321,59337,2020-10-16,The perfect lotion of your favorite brand,"Great body lotion! I also tried coconut, almond, lime lotions with this brand, and mango lotions are also waiting for their turn. In my opinion, they are all similar in quality, they differ fundamentally only in smells. Coconut is of course brighter, and the smell on the skin stays longer, but this lemon smell is pleasant, not harsh, refreshing! The composition is very good, and according to the results it suits me - the skin after it is soft, moisturized, nourished. It is not too thick in consistency, it spreads well over the body, leaves no traces and is absorbed quickly enough, there is no feeling of a film on the skin. I usually use it in the evening after a shower, and the skin in the morning is soft and tender.","{'neg': 0.039, 'neu': 0.815, 'pos': 0.146, 'compound': 0.9391}",0.9391,pos
322,322,59337,2018-04-18,Excellent!,"I love the creams of this brand. At application completely all over again are not absorbed - give white strips. But I found a solution - after applying, I go again through the white strips and the cream is perfectly absorbed. After 5 minutes you can dress, the feeling of film on your body is gone. I put it in the morning and everything is fine! The smell is pleasant - straight lemon-lemon!","{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.9708}",0.9708,pos
323,323,59337,2022-04-02,,Desert Essence is a lot of fun to use. It is also helpful to have a large amount. I'm glad that the scent is too strong.,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.9081}",0.9081,pos
324,324,59337,2022-03-29,refreshing~,"I love sweet scents in winter, but when it gets warmer, I feel awkward, so I was looking for a refreshing body care. Lemon is perfect for the coming season! It's refreshing and feels good to use!","{'neg': 0.039, 'neu': 0.53, 'pos': 0.432, 'compound': 0.9652}",0.9652,pos
325,325,59337,2021-12-27,,"I bought it to apply it to dry body in winter, but I bought it because it is easy to carry.. It has a mild lemon scent, so there is no objection. It's a bit damp, so it's good to mix it with oil.","{'neg': 0.066, 'neu': 0.766, 'pos': 0.168, 'compound': 0.7115}",0.7115,pos
326,326,59337,2021-10-21,,"The moment you put it on, it has a refreshing scent of lemon, but it doesn't leave a good scent on your skin. The texture is not hard and moist, so it looks good in the dry season.","{'neg': 0.152, 'neu': 0.783, 'pos': 0.065, 'compound': -0.6759}",-0.6759,neg
327,327,59337,2022-04-24,,"A strong smell, I liked it... The quality is medium. Not all of this is much better than it for the same price, for example Palmer.. The size is large, like Bath and Body Work cream....","{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.8885}",0.8885,pos
328,328,59337,2021-09-29,The cream is great!,"I constantly buy creams from this company. Excellent composition, pleasant texture, easily absorbed and moisturized by the skin. This cream also has a wonderful aroma - bright, summer and delicate at the same time. As with all natural remedies, the aroma disappears rather quickly, but still a little remains, and it is so pleasant on a cold autumn day, entering a warm room to catch the barely audible, but such a summer, cozy aroma of Italian lemon.","{'neg': 0.021, 'neu': 0.733, 'pos': 0.246, 'compound': 0.9377}",0.9377,pos
329,329,59337,2021-09-19,"I love this lotion very much, the best budget one.","An excellent body cream, this is not the first time I have taken it. The volume is good, enough for a long time. Natural composition - it contains jojoba oil, coconut oil, shea butter, etc., it moisturizes the skin well, while not leaving an oily sheen on the skin. DOES NOT CONTAIN: SLS, parabens, phthalates, artificial flavors, colorants, silicones, petroleum products. Well absorbed. The line also has a large assortment of flavors - lemon, coconut, mango, grapes, without perfume (for every taste). I try everything gradually. Recommend)))","{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.9062}",0.9062,pos
330,330,59337,2021-09-05,Refreshing scent,"The refreshing scent of lemon that suits the warm season is good. In such a refreshing scent, I think it is moist to use. I want to use something with a refreshing scent in spring and summer, but I'm happy because products for spring and summer tend to dry out. It's a pity that the scent doesn't remain, but I don't mind using it as a hand cream instead.","{'neg': 0.039, 'neu': 0.77, 'pos': 0.191, 'compound': 0.8779}",0.8779,pos
